GameKey,GameName,MainGenre,SubGenre
the-dungeon-of-naheulbeuk-the-amulet-of-chaos,The Dungeon Of Naheulbeuk: The Amulet Of Chaos,RPG,none
city-eye-prologue,City Eye: Prologue,Indie,Simulation
zelter,Zelter,Indie,Action
monster-crown,Monster Crown,Indie,Adventure
milos-quest,Milo's Quest,Indie,Adventure
no-one-lives-under-the-lighthouse,No one lives under the lighthouse,Indie,Adventure
sexual-void,Sexual Void,Casual,Indie
anno-1404-history-edition,Anno 1404 - History Edition,Strategy,Simulation
concept-destruction,Concept Destruction,Racing,Indie
whateverland-prologue,Whateverland: Prologue,Indie,Adventure
leisure-suit-larry-wet-dreams-dry-twice,Leisure Suit Larry - Wet Dreams Dry Twice,none,none
the-convenience-store-ye-qin-shi-jian,The Convenience Store | 夜勤事件,Adventure,Action
danger-scavenger,Danger Scavenger,Strategy,Indie
wolfs-gang,Wolf's Gang,RPG,none
timelie,Timelie,Indie,Strategy
cute-honey,Cute Honey,Casual,none
main-assembly-beta,Main Assembly Beta,Indie,Adventure
space-raiders-in-space,Space Raiders in Space,Strategy,Indie
league-of-angels-heavens-fury,League of Angels-Heaven's Fury,Massively Multiplayer,Action
stationflow,STATIONflow,Strategy,Simulation
my-exercise,My Exercise,Racing,Action
gemcraft-frostborn-wrath,GemCraft - Frostborn Wrath,Strategy,Indie
heroines-of-swords-spells,Heroines of Swords & Spells,Indie,Adventure
the-dark-crystal-age-of-resistance-tactics,The Dark Crystal: Age of Resistance Tactics,Strategy,RPG
vampire-the-masquerade-shadows-of-new-york,Vampire: The Masquerade - Shadows of New York,Indie,Adventure
story-of-seasons-friends-of-mineral-town,STORY OF SEASONS: Friends of Mineral Town,Casual,RPG
sword-art-online-alicization-lycoris,SWORD ART ONLINE: Alicization Lycoris,RPG,none
max-gentlemen-sexy-business,Max Gentlemen Sexy Business!,Indie,Simulation
project-sakura-wars,Project Sakura Wars,Action,none
praetorians-hd-remaster,Praetorians - HD Remaster,Strategy,none
hellraid,Hellraid,Action,RPG
monster-prom-2-monster-camp,Monster Prom 2: Monster Camp,Indie,none
neomorph,NEOMORPH,Indie,Action
super-mario-bros-35,Super Mario Bros. 35,Platformer,none
winds-rhapsody,Winds Rhapsody,RPG,none
forgotten-trace-thanatos-in-nostalgia,Forgotten Trace: Thanatos in Nostalgia,Casual,Indie
xian-jian-qi-xia-chuan-jiu-ye,仙剑奇侠传九野,Strategy,RPG
popup-dungeon,Popup Dungeon,Strategy,Indie
madguns,MadGuns,Indie,Massively Multiplayer
disaster-report-4-summer-memories-demo,Disaster Report 4: Summer Memories Demo,none,none
death-come-true,Death Come True,Adventure,RPG
house-on-the-hill-2,House on the Hill,Indie,Adventure
last-evil,Last Evil,Strategy,Indie
red-bow,Red Bow,Casual,Indie
the-baby-in-yellow,The Baby In Yellow,Simulation,none
