GameKey,GameName,MainGenre,SubGenre
warparty,Warparty,Strategy,none
what-never-was,What Never Was,Indie,Adventure
headliner-novinews,Headliner: NoviNews,Indie,Adventure
gravity-duck,Gravity Duck,none,none
fitness-boxing,Fitness Boxing,none,none
hello-neighbor-alpha-3,Hello Neighbor Alpha 3,Indie,Strategy
citybattle-virtual-earth-eu,CityBattle | Virtual Earth (EU),Action,none
matchville,Matchville,Casual,Adventure
the-grand-tour-game,The Grand Tour Game,Racing,none
tokyo-warfare-turbo,Tokyo Warfare Turbo,Indie,Action
scribble-it,Scribble It!,Casual,Indie
bird-game-3,Bird Game +,Adventure,Action
rwby-deckbuilding-game,RWBY Deckbuilding Game,Strategy,none
grindstone-2,Grindstone,Puzzle,none
nauticrawl,Nauticrawl,Indie,Simulation
love-alchemy-a-heart-in-winter,Love Alchemy: A Heart In Winter,Casual,Indie
godhood,Godhood,Strategy,Simulation
motogp-19,MotoGP 19,Racing,Simulation
seek-girl-ii,Seek Girl Ⅱ,Casual,Indie
jiu-jie-qu-zu-zhou-zhi-di-ninetrials-test-server,九劫曲:诅咒之地 NineTrials Test Server,Massively Multiplayer,Action
shattered-tale-of-the-forgotten-king,Shattered - Tale of the Forgotten King,Indie,Adventure
theotown,TheoTown,Strategy,Indie
archeage-unchained,ArcheAge: Unchained,Massively Multiplayer,RPG
talisman-origins,Talisman: Origins,Strategy,Indie
pokemon-masters,Pokémon Masters,Adventure,RPG
picross-bonbon-nonogram,Picross Bonbon - Nonogram,Casual,none
drift86,Drift86,Casual,Racing
chronicles-of-cyberpunk,Chronicles of cyberpunk,Adventure,none
heptagon,HEPTAGON,Action,none
